REG NO,FIRST NAME,LAST NAME,REG STATUS
4868,Ben,Hayes,Registered
5866,Lucy,Hayes-Stevenson,Registered
2950,Richard,Hayman,Registered
4861,Sandyanne,Hayward,Registered
5357,Christopher,Hayward Brown,Registered
1459,Tim,Heath,Registered
2233,Paul,Heather-Xia,Registered
2396,Jacqui,Heaton,Registered
3335,Sven,Heger,Registered
3589,Miles,Heine,Registered
1707,Bill,Henderson,Registered
1803,Craig,Henderson,Registered
1887,John,Henderson,Registered
5684,Marie-Claire,Henderson,Registered
4229,Amy,Hendry,Registered
5311,Sasha,Hendry,Registered
4332,Mary,Henry,Registered
4999,Luke,Henty,Registered
,,,
2844,Nicola,Herbst,Registered
2857,Lance,Herbst,Registered
2417,Mitch,Herceg,Registered
3373,Sophie,Hermann,Registered
4241,Shauna,Herminghouse,Registered
2861,Max,Herriot,Registered
3380,Guy,Herschell,Registered
5772,Sara,Heuser,Registered
5087,Malcolm,Hewin,Registered
3513,Jonathan,Hewlett,Registered
3512,Sarah,Hewlett Diprose,Registered
5372,Jason,Heynen,Registered
6195,Alejandro,Hidalgo Uzqueda,Registered
2342,Ashley,Hide,Registered
2357,Philip,Higham,Registered
2468,Mark,Higham,Registered
1624,John,Hill,Registered
2332,David,Hill,Registered
3242,Jane,Hill,Registered
4892,Carolyn,Hill,Registered
5822,Aaron,Hills,Registered
5687,Brendan,Himona,Registered
5089,Rajan,Hira,Registered
5134,Chris,Hitchcock,Registered
3769,Billy,Ho,Registered
,,,
5440,Sammy,Ho,Registered
2644,Keirin,Hoad,Registered
2823,Tony,Hoare,Registered
4951,Charlotte,Hoare,Registered
5463,Fritha,Hobbs,Registered
3307,Heather,Hocken,Registered
2664,Andre,Hodgskin,Registered
6119,Anthony,Hoete,Registered
2690,Maarten,Hofmans,Registered
2361,Timothy,Hogan,Registered
4303,Marcus,Hogan,Registered
5147,Gregor,Hoheisel,Registered
5936,Mitch,Holden,Registered
6222,Tom,Holden,Registered
5875,Robert,Holland,Registered
2604,Simon,Holloway,Registered
5872,Matthew,Holloway,Registered
3175,Chris,Holmes,Registered
5296,Tim,Holmes,Registered
5393,Greg,Holmes,Registered
3073,Barry,Holton,Registered
5784,Jen Nung,Hong,Registered
5351,Meiling,Honson,Registered
2533,John,Hoogerbrug,Registered
4949,Logan,Hooi,Registered
,,,
4875,Kristan,Hooton,Registered
6076,Ian,Hopkins,Registered
5999,Tom,Hopwood,Registered
3553,Denissa,Hora,Registered
2904,Brent,Hore,Registered
2447,Tim,Horne,Registered
2928,Geoff,Horne,Registered
5501,Nina,Horvath,Registered
2551,Nigel,Hosken,Registered
5160,Edward,Hosken,Registered
3405,Craig,Houghton,Registered
1692,Wayne,Houston,Registered
5461,Thane,Houston-Stevens,Registered
4943,David,Hovey Jr,Registered
2517,Phillip,Howard,Registered
5256,Christopher,Howard,Registered
2663,Chris,Howell,Registered
2781,Donna,Howell,Registered
2315,Rachel,Howie,Registered
5543,Nicola,Hsu,Registered
4351,Jason,Huang,Registered
5863,Henry,Huang,Registered
5034,Ben,Hudson,Registered
5339,Paul,Hudson,Registered
5514,Nigel,Hughes,Registered
,,,
1993,Brent,Hulena,Registered
1891,Chris,Hume,Registered
1842,David,Hunt,Registered
2809,Peter,Hunt,Registered
6216,Adam,Hunt,Registered
4940,Scott,Hunter,Registered
6021,Ethan,Hunter,Registered
1372,Keith,Huntington,Registered
2553,Jann,Hurley,Registered
4886,Mona,Hurnen,Registered
5686,Cameron,Hurrell,Registered
5297,Abigail,Hurst,Registered
2749,Charmaine,Hyland,Registered
3397,James,Hyndman,Registered
5003,Bojana Djokovic,Hynes,Registered
5278,Thom,Ibbotson,Registered
5963,Ida,Ibrahim,Registered
2192,Michael,Idiens,Registered
6282,Charmaine,'Ilaiu Talei,Registered
2423,John,Ingham,Registered
1944,Pamela,Ingram,Registered
5082,Oliver,Ingram,Registered
1868,Tere,Insley,Registered
3441,Sharon,Ip,Registered
5128,Edwin,Ipsen,Registered
,,,
1799,David,Ironside,Registered
5975,James,Irvine,Registered
2675,Andrew,Irving,Registered
3432,John,Irving,Registered
2872,Rebecca,Irwin,Registered
2778,Uche,Isichei,Registered
1515,Ian,Jack,Registered
1528,James,Jack,Registered
2991,Chris,Jack,Registered
5685,Joanna,Jack,Registered
3371,Mike,Jackson,Registered
4991,Luke,Jackson,Registered
2908,Carla,Jacobi,Registered
2488,Graeme,Jacobs,Registered
5228,Ben,Jagersma,Registered
6311,Ramin,Jahromi,Registered
5993,Gemma,James,Registered
2193,Don,Jamieson,Registered
2431,Sharon,Jansen,Registered
2538,Christian,Janzen,Registered
5502,Deshan,Jayawickrema,Registered
2801,Judith,Jehru,Registered
1785,Grant,Jenkins,Registered
3264,Wade,Jennings,Registered
1810,David,Jerram,Registered
,,,
2665,Darren,Jessop,Registered
5563,Xin,Jiang,Registered
3156,Tom,Jing,Registered
2513,Arthur,Joe,Registered
3274,Shannon,Joe,Registered
1889,Graeme,Johansen,Registered
4329,Michelle,Johansson,Registered
1361,Norrie,Johnson,Registered
1665,Philippa,Johnson,Registered
4871,Claire,Johnson,Registered
5522,Zack,Johnson,Registered
6235,Xanthe,Johnson,Registered
2525,Bernard,Johnston,Registered
3218,Regan,Johnston,Registered
3579,Blair,Johnston,Registered
2667,Graham,Johnstone,Registered
5105,Mark,Jolly,Registered
5358,April,Jolly,Registered
2259,Gina,Jones,Registered
2353,Annette,Jones,Registered
2650,Greg,Jones,Registered
3389,Stephen,Jones,Registered
6082,Kirsten,Jones,Registered
6169,Richard,Jones,Registered
2500,Mary,Jowett,Registered
,,,
6099,Lee-Ann,Joy,Registered
3176,Darren,Joyce,Registered
2063,Margaret,Julian,Registered
3189,Pip,Julian,Registered
5929,Diana,Jung,Registered
5219,Paul,Jurasovich,Registered
4354,Scott,Jury,Registered
1530,Douglas,Kaill,Registered
5347,Gavin,Kain,Registered
1763,Frans,Kamermans,Registered
2127,Virgil,Kan,Registered
6214,Rebecca,Kane,Registered
3276,Louie,Kang,Registered
5645,Lachezar,Karadzhov,Registered
2006,Nick,Karlovsky,Registered
1418,Crispin,Kay,Registered
1656,Alastair,Kay,Registered
5330,Piers,Kay,Registered
2425,Richard,Kaye,Registered
4959,Noor,Keary,Registered
3551,Sam,Kebbell,Registered
4331,Ben,Keegan,Registered
6152,Rory,Keegan,Registered
2963,Judi,Keith-Brown,Registered
2476,Laura,Kellaway,Registered
,,,
1876,Christopher,Kelly,Registered
2064,Clare,Kelly,Registered
2390,Jane,Kelly,Registered
2670,Joanne,Kelly,Registered
2834,Ezra,Kelly,Registered
3290,Anne,Kelly,Registered
5263,Jasper,Kelly,Registered
2929,Simon,Kelsall,Registered
3754,Wayne,Kelsall,Registered
2491,Anna,Kemble Welch,Registered
1875,Neil,Kemp,Registered
1921,Philip,Kennedy,Registered
1485,Peter,Kent,Registered
2498,Peter,Kerr,Registered
2586,Bronwen,Kerr,Registered
4972,Chris,Kerr,Registered
1867,Paul,Kerr-Hislop,Registered
2462,Peter,Kerrigan,Registered
4318,Ralf,Kessel,Registered
5542,Glenn,Kevey,Registered
2523,Peter,Keys,Registered
4299,Jaffer,Khan,Registered
2645,Leong,Khoo,Registered
5230,Simon,Khouri,Registered
3246,Auf,Khudair,Registered
,,,
2043,Maurice,Kiely,Registered
5850,Brian,Kim,Registered
6209,Nathan,Kim,Registered
1977,Geoffrey,King,Registered
2653,Steve,King,Registered
2695,Paul,King,Registered
2903,Martin,King,Registered
3219,Daniel,King,Registered
1964,Jeremy,Kingan,Registered
2536,Stan,Kingma,Registered
6259,Tessa,Kingsbury,Registered
1645,Jan,Kippenberger,Registered
5816,Roxanne,Kirkpatrick,Registered
2974,Andrew,Kissell,Registered
2547,Alister,Kitchen,Registered
4988,Courtney,Kitchen,Registered
3708,David,Klosser,Registered
3220,Brent,Knight,Registered
4936,Rob,Knight,Registered
5097,Jessica,Knight,Registered
1601,Rob,Kofoed,Registered
4872,Genevieve,Koh,Registered
2377,Ian,Kohler,Registered
2419,Tony,Koia,Registered
5409,Iliya,Kolesnikov,Registered
,,,
5079,Duane,Kolkrabs,Registered
5878,Takeshi,Kominami,Registered
5083,Ga-Jen,Kong,Registered
6030,George,Kool,Registered
5536,Paige,Koopman,Registered
1553,Ian,Krause,Registered
1872,Karen,Krogh,Registered
2846,Hayder,Kubba,Registered
3157,Victor,Kueh,Registered
5951,Megan,Kully,Registered
5276,Dinushi,Kumarawansa,Registered
6147,Maria,Kuzmenkova,Registered
2526,Greg,Lagoutaris,Registered
5161,Murine,Lai,Registered
2350,Dhiraj,Lal,Registered
5603,Stephen,Lammas,Registered
1386,Geoff,Land,Registered
1855,Noel,Lane,Registered
1433,Maurice,Langdon,Registered
1449,Roger,Langley,Registered
5767,Jonathan,Lapham,Registered
2348,Robin,Larkworthy,Registered
5752,Jake,Larsen,Registered
3768,Ernie,Lau,Registered
5614,Eddy,Lau,Registered
,,,
6199,Kenneth,Lau,Registered
1286,Dave,Launder,Registered
3159,Nikki,Launder,Registered
5271,Brendan,Laurence,Registered
5239,Helen,Law,Registered
3048,Michael,Lawler,Registered
3026,Gary,Lawson,Registered
4918,James,Lawton,Registered
5950,Rebecca,Lawton (Davidson),Registered
4260,Justin,Leadbetter,Registered
1435,Warwick,Lee,Registered
2333,Paul,Lee,Registered
3291,Aimee,Lee,Registered
3522,Jennie,Lee,Registered
4261,Paul Seong Hwa,Lee,Registered
4866,Jennis,Lee,Registered
5137,Greg,Lee,Registered
5421,Yu Jin,Lee,Registered
5724,Alan,Lee,Registered
5973,Mathew,Lee,Registered
5952,Marina,Leenman,Registered
1465,Wayne,Lees,Registered
6134,Katrina,Lees,Registered
2381,John,Leijh,Registered
3096,Nicholas,Leko,Registered
,,,
5633,Paul,Lelieveld,Registered
2477,John,Lenihan,Registered
1854,Geoff,Lentz,Registered
5211,John,Leonard,Registered
5155,Maurice,Leone,Registered
2128,Cliff,Leong,Registered
5832,Mark,Leong,Registered
5964,Sidney,Leong,Registered
5017,Robert,Letherby,Registered
3049,Eqo,Leung,Registered
3075,Tony,Leung,Registered
1297,Keith,Leuschke,Registered
1750,Colin,Leuschke,Registered
1994,Paul,Leuschke,Registered
2320,Lindy,Leuschke,Registered
6055,Luke,Leuschke,Registered
2521,Leslie,Lewis,Registered
2563,Carmel,Lewis,Registered
2587,Sheryl,Lewis,Registered
3292,Eliska,Lewis,Registered
3374,Daniel,Lewis,Registered
5418,Alan,Lewis,Registered
5259,Louise,Li,Registered
5873,Alex,Liang,Registered
3455,Nancy,Lien,Registered
,,,
5295,Yi-Jan,Lien,Registered
2231,Nicholas,Liew,Registered
3221,Marcellus,Lilley,Registered
6242,Ella,Lilley-Gasteiger,Registered
4348,Sam,Lim,Registered
5607,Peter,Lim,Registered
3222,Henry,Lin,Registered
5913,Shelley,Lin,Registered
2676,Graham,Linwood,Registered
5889,Michael,Lisowski,Registered
6166,Bridget,Lissaman,Registered
3293,Marc,Lithgow,Registered
4266,Adam,Liu,Registered
5507,Luna,Liu,Registered
5632,Lara,Liu,Registered
5826,Vanessa,Liu,Registered
3767,Ben,Lloyd,Registered
6022,Lily,Lo,Registered
3027,Melanie,Lochore,Registered
5116,Tom,Locke,Registered
5170,Andy,Lockyer,Registered
5595,Anna,Logan,Registered
6160,Art,Lohsen,Registered
1687,John,Long,Registered
5234,Patrick,Loo,Registered
,,,
3320,David,Loughlin,Registered
4954,Tim,Lovell,Registered
5798,Chloe,Lovell-Shannon,Registered
2954,Delisa,Lovie,Registered
3383,Swee Ngee,Low,Registered
1377,Thomas,Lowe,Registered
3028,Benjamin,Lowe,Registered
4869,Kit,Lowe,Registered
5810,Daniel,Lowery,Registered
2177,Alistair,Luke,Registered
3294,Bradley,Luke,Registered
4990,Gabrielle,Luong,Registered
3483,Megan,Lutton,Registered
5620,Kevin,Lux,Registered
5529,Joe,Lyth,Registered
5574,Kevin Kai,Ma,Registered
2835,Paki,Maaka,Registered
5198,Emma,Macann,Registered
1786,Rod,Macdiarmid,Registered
3316,Ian,Macdiarmid,Registered
4356,John,MacDonald,Registered
1675,John,MacGregor,Registered
1878,Christina,Mackay,Registered
6118,Stuart,MacKay,Registered
2726,Euan,MacKellar,Registered
,,,
1787,John,Mackenzie,Registered
3257,John,Mackenzie,Registered
1620,Lindsay,Mackie,Registered
3112,Rafe,Maclean,Registered
5284,Ian,Maclean,Registered
1715,Gillian,Macleod,Registered
2621,Lloyd,Macomber,Registered
2045,Alistair,Madill,Registered
5811,David,Madsen,Registered
3435,Justin,Magness,Registered
2673,Ross,Maguire,Registered
2819,Daryl,Maguire,Registered
5524,Maury,Maher,Registered
2411,Rochelle,Mahon,Registered
3058,Laura,Mahon,Registered
3223,David,Mahon,Registered
6116,Cole,Major,Registered
2403,Karl,Majurey,Registered
5601,Angela,Makgill,Registered
5157,Samir,Malik,Registered
5333,Fa'asalele,Malo,Registered
3736,Lyn,Maltby,Registered
3548,Cecilia,Man,Registered
2427,Stuart,Manning,Registered
2677,Paul,Marcroft,Registered
,,,
6034,Frank,Marioli,Registered
1971,Steven,Mark,Registered
5317,Elizabeth,Mark,Registered
5694,Phil,Mark,Registered
3077,Natasha,Markham,Registered
4207,Oliver,Markham,Registered
3078,Shaun,Marlo,Registered
5113,Peter,Marment,Registered
5746,Michael,Marmita,Registered
2943,Guy,Marriage,Registered
1826,Peter,Marshall,Registered
2618,Daniel,Marshall,Registered
3224,Susan,Marshall,Registered
3310,Steven,Marshall,Registered
2717,Tony,Martin,Registered
2738,Neil,Martin,Registered
4928,Sam,Martin,Registered
5647,Jane,Martin,Registered
2164,Kerry,Mason,Registered
3079,Melanie,Mason,Registered
2694,Allan,Matheson,Registered
1910,Stephen,Matthews,Registered
2245,Antony,Matthews,Registered
2301,Jane,Matthews,Registered
2912,Darren,Matthews,Registered
,,,
3502,Damien,Matthews,Registered
5509,Jesse,Matthews,Registered
3607,Phillip,Matz,Registered
3179,Richard,Mauriohooho,Registered
5525,John,Mauvan,Registered
5365,Mark,Mawdsley,Registered
3125,Bodie,Maxcey,Registered
5870,Rhys,Maxwell,Registered
2262,Vaughan,Maybury,Registered
4234,Rachel,Mayer,Registered
2995,Evan,Mayo,Registered
3131,Dominik,Mazur,Registered
3751,Craig,McAuliffe,Registered
1827,David,McBride,Registered
5747,Kate,McBurney,Registered
2732,Joseph,McCambridge,Registered
3161,Elissa,McCambridge,Registered
2066,Chris,McCarthny,Registered
2436,Bruce,McCartney,Registered
3560,Justin,McCartney,Registered
4224,Colette,McCartney,Registered
1699,John,McClean,Registered
2907,Roger,McClean,Registered
1736,Malcolm,McClurg,Registered
2186,Peter,McCombe,Registered
,,,
2253,Daniel,McCormack,Registered
1968,John,McCoy,Registered
5238,Nadiene,McCullough,Registered
5207,Sara,McCunnie,Registered
2501,Graham,McDermid,Registered
1271,Alec,McDonald,Registered
4232,Steve,McDonald,Registered
3581,Gerard,McDonnell,Registered
2094,Stephen,McDougall,Registered
2404,Ray,McElroy,Registered
3018,Stephanie,McElwee,Registered
5489,Robert,McFarlane,Registered
5267,Matthew,McFetridge,Registered
2539,Richard,McGowan,Registered
2492,John,McGrail,Registered
2876,Kendon,McGrail,Registered
2975,Glenn,McHardie,Registered
2208,Graeme,McIndoe,Registered
4215,John,McIntyre,Registered
2254,David,McKay,Registered
5272,Michael,McKay,Registered
4996,Stuart,McKechnie,Registered
3106,Katie,McKellar,Registered
6060,Kiri,Mckenna,Registered
2028,John,McKenzie,Registered
,,,
2130,Callum,McKenzie,Registered
5406,Alastair,McKenzie,Registered
5497,Scott,McKenzie,Registered
5757,Mitch,McKenzie,Registered
1823,Wally,McKeown,Registered
2541,Damian,McKeown,Registered
5242,Scott,McKerrow,Registered
1952,Morgan,McKewen,Registered
2930,Jack,McKinney,Registered
5792,Hamish,McLachlan,Registered
3737,Rebecca,McLaughlan,Registered
4961,Corey,McMeeking,Registered
4925,Mark,McMillan,Registered
5834,Adele,McNab,Registered
2931,Andrew,McNally,Registered
3080,John,McNamara,Registered
3738,Evelyn,McNamara,Registered
5600,Angus,McNaughton,Registered
5862,Dan,McNelis,Registered
4312,Vaughn,McQuarrie,Registered
4274,Simon,McRae,Registered
4855,Mitch,McTaggart,Registered
6075,Scott,Meekings,Registered
3732,Stephan,Meijer,Registered
1650,Chris,Meikle,Registered
,,,
3427,Tim,Mein,Registered
4301,Andrew,Meiring,Registered
2255,John,Melhuish,Registered
5462,Pieter,Melis,Registered
4325,David,Melling,Registered
3029,Nick,Melrose,Registered
2444,Tim,Melville,Registered
2914,Michael,Melville,Registered
5493,Rob,Meneses,Registered
2424,Adam,Mercer,Registered
4944,Julia,Mercer,Registered
5193,Tim,Merkens,Registered
5837,Milena,Micic,Registered
2405,Michael,Middlebrook,Registered
2263,Richard,Middleton,Registered
4246,Jarrod,Midgley,Registered
2960,Davor,Mikulcic,Registered
5915,Harriet,Mildon King,Registered
2999,Petar,Milivojevic,Registered
1351,Barry,Millage,Registered
3436,Lynley,Millar,Registered
5326,Paul,Millard,Registered
2646,Trevor,Millen,Registered
970,Ray,Miller,Registered
3484,Greg,Miller,Registered
,,,
5414,Hilton,Miller,Registered
6314,Chris,Millman,Registered
1857,Ian,Mills,Registered
2026,John,Mills,Registered
4340,Penny,Mills,Registered
4268,Jonathan,Minnee,Registered
1380,Alan,Minty,Registered
2916,Amelia,Minty,Registered
5174,Alison,Miranda,Registered
5345,Mark,Mismash,Registered
2913,Peter,Mitchell,Registered
3162,Julian,Mitchell,Registered
3461,Misako,Mitchell,Registered
4304,Janine,Mitchell,Registered
4320,Matthew,Mitchell,Registered
5292,Wayne,Mitchell,Registered
6026,James,Mitchell,Registered
2519,Bruce,Mitchinson,Registered
5618,Joey,Moh,Registered
5433,Daniel,Mohr,Registered
1238,Gordon,Moller,Registered
2712,Craig,Moller,Registered
2160,David,Mollison,Registered
3195,Brendon,Monk,Registered
4927,Hamish,Monk,Registered
,,,
1667,Robert,Montgomery,Registered
2578,Don,Moodie,Registered
2976,James,Mooney,Registered
6225,Catherine,Mooney,Registered
5411,Rebecca,Moore,Registered
4160,Manuel,Morel,Registered
3303,Marianna,Morgan,Registered
6312,Tim,Morgan,Registered
5944,Kate,Morland,Registered
3368,Grant,Morley,Registered
2303,Guy,Morris,Registered
1718,Bren,Morrison,Registered
2141,Roger,Morrison,Registered
3476,Mark,Morrison,Registered
3726,Paul,Morrison,Registered
2951,Barry,Morton,Registered
2669,Nicholas,Mouat,Registered
3132,Frances,Moughan,Registered
1957,Peter,Moyes,Registered
2796,Nicholas,Moyes,Registered
5612,Robert,Mrkusich,Registered
1302,Ashley,Muir,Registered
3261,Hamish,Muir,Registered
6157,Elizabeth,Muir,Registered
1375,Robert,Mulligan,Registered
,,,
3019,Esme,Mulligan,Registered
2877,Colette,Mullin,Registered
2068,Vincent,Mullins,Registered
4366,Tammy,Mullins,Registered
5189,Teresa,Munro,Registered
5564,Lachlan,Munro,Registered
5192,Jono,Murdoch,Registered
1405,Christopher,Murphy,Registered
3003,Joseph,Murphy,Registered
5070,Richard,Murphy,Registered
5218,Shaun,Murphy,Registered
6177,Sacha,Murphy,Registered
1633,Trevor,Murray,Registered
2494,Russell,Murray,Registered
2945,Zolna,Murray,Registered
4915,Rowan,Murray,Registered
5504,Moshin,Mussa,Registered
6175,Franklin,Mwanza,Registered
2787,Chris,Myers,Registered
2803,Jennifer,Myers,Registered
2707,Rich,Naish,Registered
1980,Lindley,Naismith,Registered
6201,Fabio,Namiki,Registered
6023,Shaneil,Narsey,Registered
3272,Eva,Nash,Registered
,,,
3437,Laurence,Nash,Registered
5226,Claire,Natusch,Registered
4281,Werner,Naude,Registered
5895,Sara,Nazem,Registered
5075,Bernard,Needham,Registered
6115,Libby,Needham,Registered
2013,Tim,Nees,Registered
2406,Grant,Neill,Registered
2054,Roger,Nelson,Registered
2705,Thyra,Nelson,Registered
3006,Shani,Nelson,Registered
2576,Michael,Nemeth,Registered
5108,Kristen,Neri,Registered
5712,Leonie,Neuweger,Registered
3382,Kathryn,Nevatt,Registered
5033,Mike,Newberg,Registered
5231,Neil,Newman,Registered
6220,Guy,Newton,Registered
3370,Thao,Nguyen,Registered
3463,Thanh,Nguyen,Registered
4916,Xuan,Nguyen,Registered
5787,Brenda,Ni,Registered
6224,Clair,Nicholls,Registered
2151,Costas,Nicolaou,Registered
2562,Phillipa,Nihotte,Registered
,,,
5699,Tom,Nisbet,Registered
1756,Tony,Nixon,Registered
4259,Kent,Nixon,Registered
2874,James,Noble,Registered
2392,William,Noordanus,Registered
2530,Chris,Norman,Registered
5130,James,Norman,Registered
5799,Alana,Norris,Registered
2746,Charlie,Nott,Registered
2150,Simon,Novak,Registered
2209,Evzen,Novak,Registered
3322,John,O`Bryan,Registered
2132,Norman,Oakley,Registered
2354,Mark,Oakley,Registered
3001,Michael,O'Brien,Registered
4712,Rhonan,O'Brien,Registered
2407,Ainsley,O'Connell,Registered
3746,Ana,O'Connell,Registered
4257,Glenn,O'Connell,Registered
3688,Andrea,O'Connor,Registered
2243,Robin,O'Donnell,Registered
5068,Sally,Ogle,Registered
6054,Boaz,Oh,Registered
2701,Dan,O'Hagan,Registered
4373,Catherine,OHare,Registered
,,,
3616,Melissa,O'Keeffe,Registered
2575,Peter,Olorenshaw,Registered
2786,Ann,O'Meagher,Registered
5235,Julian,O'Neale,Registered
2487,Duval,O'Neill,Registered
3127,Winnie,Ong,Registered
1634,Colin,Orchiston,Registered
3037,Philip,Orde,Registered
1676,Tony,Orgias,Registered
2826,Richard,Ormsby,Registered
2155,Maurice,Orr,Registered
2606,Michael,O'Sullivan,Registered
5682,Kelly,O'Sullivan,Registered
5332,Jimmi,O'Toole,Registered
2795,Maria,Ouzounova,Registered
5904,Mia,Ouzounov-Osborne,Registered
2100,Michael,Ovens,Registered
2737,Paul,Overdevest,Registered
3508,Yvette,Overdyck,Registered
4280,Illia,Ovsiiko,Registered
5852,Nic,Owen,Registered
2609,Mark,Owens,Registered
5557,Tom,Owens,Registered
1499,David,Page,Registered
3567,Vesna,Paligora,Registered
,,,
1616,Alan,Palmer,Registered
2005,John,Palmer,Registered
2615,Nicola,Palmer,Registered
2662,Fleur,Palmer,Registered
6183,Emily,Palmer,Registered
3327,Jiwan,Pandey,Registered
3430,Joon,Park,Registered
5371,Jun Ho,Park,Registered
2672,Simon,Parker,Registered
4311,Matthew,Parker,Registered
5057,Andrew,Parker,Registered
5127,Jarod,Parker,Registered
1722,Peter,Parkes,Registered
5054,Adam,Parkes,Registered
1938,Michael,Parkin,Registered
5419,Antony,Parks,Registered
6196,Huw,Parslow,Registered
739,Rex,Parsons,Registered
2007,Gerald,Parsonson,Registered
1934,Daryl,Partridge,Registered
5091,Anton,Patajac,Registered
5589,Alisha,Patel,Registered
5653,Dipak,Patel,Registered
3225,Blair,Paterson,Registered
3445,Aaron,Paterson,Registered
,,,
4355,Claire,Paterson,Registered
5922,Sam,Paterson,Registered
6016,Ellen,Paterson,Registered
5825,Apurva,Pathak,Registered
1439,Rob,Patience,Registered
1998,Andrew,Patterson,Registered
1951,Stephen,Pattinson,Registered
5573,Melanie,Pau,Registered
2934,Clifford,Paul,Registered
3597,Reem,Paul,Registered
1850,Colin,Pauling,Registered
5200,Shara,Paulo,Registered
1742,David,Pawson,Registered
3735,Damon,Peachey,Registered
6136,Jordan,Pearce,Registered
5045,James,Pearse,Registered
1561,Dave,Pearson,Registered
2069,Rick,Pearson,Registered
4249,Olivia,Pearson,Registered
4338,Marissa,Pearson,Registered
4975,Matt,Pearson,Registered
5119,Kelvin,Peck,Registered
3247,Jane,Peddie,Registered
3594,Hamish,Peddie,Registered
3163,Ginny,Pedlow,Registered
,,,
2632,Debra,Penn,Registered
2284,Neil,Penney,Registered
3514,Michael,Pepper,Registered
2748,Hiran,Perera,Registered
2864,Jeremy,Perrott,Registered
2210,Malcolm,Perry,Registered
4920,Grant,Perry,Registered
5385,Biljana,Pesun,Registered
2935,Antonius,Peters,Registered
5809,Samuel,Peters,Registered
5791,Marc,Peterson,Registered
4967,Dejan,Petkovic,Registered
5329,Luke,Petrie,Registered
2196,Graeme,Phillips,Registered
3040,Stephanie,Phillips,Registered
5162,Carl,Pickering,Registered
1918,Gary,Pidd,Registered
2668,Martyn,Pierce,Registered
5839,Aliesha,Pile,Registered
3082,Pru,Pinfold,Registered
2560,Maurice,Pipson,Registered
2278,Simon,Pirie,Registered
4938,Stefan,Pirie,Registered
3194,Geoff,Pitts,Registered
5413,Daniella,Pizey,Registered
,,,
3497,Jenny,Po,Registered
1874,Chris,Pollard,Registered
2755,Cameron,Pollock,Registered
5104,David,Ponting,Registered
5532,Wendy Wei Xin,Poon,Registered
1766,Alan,Poor,Registered
3623,Davor,Popadich,Registered
2156,Campbell,Pope,Registered
4308,Dan,Popham,Registered
1425,Philip,Porritt,Registered
2977,Peter,Porteous,Registered
2909,Kyle,Porter,Registered
1932,Stephen,Poulopoulos,Registered
5009,Claire,Powell,Registered
1762,David,Power,Registered
1758,Stan,Powley,Registered
1575,Graeme,Pownall,Registered
3295,Ken,Powrie,Registered
5076,Sam,Prabhakaran,Registered
4905,Tane,Pratt,Registered
1033,Neville,Price,Registered
3030,Graham,Price,Registered
2217,Richard,Priest,Registered
2851,Jane,Priest,Registered
2341,Desmond,Prisk,Registered
,,,
2495,Ian,Pritchard,Registered
2211,Antanas,Procuta,Registered
1901,Peter,Prosee,Registered
3108,David,Pugh,Registered
5871,Danielle,Pulham,Registered
3164,Jeremy,Purcell,Registered
3355,Monika,Puri,Registered
3363,Chetna,Purnami,Registered
5178,Divya,Purushotham,Registered
4337,Christopher,Pyemont,Registered
5634,Cam,Pyke,Registered
1926,Ron,Pynenburg,Registered
5166,Alessandro,Quadrelli,Registered
4344,Jeremy,Quiding,Registered
1812,Vivienne,Radcliffe,Registered
2031,Bruce,Rae,Registered
2936,Jonathan,Rae,Registered
5619,David,Raea,Registered
5609,James,Raimon,Registered
2942,Raja,Raja Khalid,Registered
3265,Sanjev,Rajendra,Registered
5555,Bruce,Ramsay,Registered
5099,David,Randerson,Registered
5505,Nicola,Ransley,Registered
2729,Darrell,Rapata,Registered
,,,
4307,Brian,Rastrick,Registered
3604,Ingo,Ratsdorf,Registered
2719,Bill,Rattenbury,Registered
5972,Frank,Raunik,Registered
2266,Paul,Raven,Registered
2279,Brendan,Rawson,Registered
5408,Andrew,Raynes,Registered
3011,Filiberto,Rayon-Villela,Registered
3752,Mark,Read,Registered
5402,Victoria,Read,Registered
5520,Kimberly,Read,Registered
6028,Henry,Read,Registered
6047,Kelly,Read,Registered
5008,Phil,Redmond,Registered
1566,Rick,Reid,Registered
2685,Richard,Reid,Registered
5643,Mat,Reid,Registered
2937,Logan,Reilly,Registered
2623,Stephen,Rendell,Registered
2304,Julian,Rennie,Registered
3151,Huia,Reriti,Registered
6065,Travers,Reynolds,Registered
1470,Geoff,Richards,Registered
2658,Geoffrey,Richards,Registered
5763,Marcus,Richardson,Registered
,,,
6313,Alastair,Richardson,Registered
2607,Graeme,Ricketts,Registered
5001,Jane,Rickit,Registered
2324,Brian,Riley,Registered
2850,Marianne,Riley,Registered
4973,Matt,Riley,Registered
5740,Jessica,Ringrose,Registered
3095,Mark,Ritchie,Registered
3739,Sarah,Ritchie,Registered
2842,Marc,Ritmeester,Registered
5013,Cameron,Ritter,Registered
5387,Brett,Roake-Barefoot,Registered
1739,Craig,Roberts,Registered
2917,Ralph,Roberts,Registered
5435,Matthew,Roberts,Registered
3188,Murray,Robertson,Registered
4273,Caroline,Robertson,Registered
2704,Gavin,Robins,Registered
2197,Ken,Robinson,Registered
4315,Matt,Robinson,Registered
4901,Glen,Robinson,Registered
6227,Jeremy,Robinson,Registered
3610,Dallas,Roff,Registered
