REG NO,FIRST NAME,LAST NAME,REG STATUS
3500,Kate,Rogan,Registered
1719,John,Rogers,Registered
,,,
2220,Bill,Rogers,Registered
3165,Glenn,Rogers,Registered
6210,Joao,Roldao,Registered
4278,Paul,Rolfe,Registered
5424,Jason,Roome,Registered
3747,Jane,Rooney,Registered
3501,Simon,Roper,Registered
6149,Kirby,Roper,Registered
5966,Raphaela,Rose,Registered
6066,Angus,Rose,Registered
1972,Stewart,Ross,Registered
3269,Tim,Ross,Registered
6114,Julia,Ross,Registered
5869,Stephanie,Roughan,Registered
2544,Mike,Roulston,Registered
5432,Mitchell,Round,Registered
2198,Peter,Rowbotham,Registered
3471,Tom,Rowe,Registered
5610,Tony,Rowell,Registered
5098,Peter,Rozecki-Lewis,Registered
5624,David,Ruane,Registered
2414,Megan,Rule,Registered
2601,Rachael,Rush,Registered
3083,Naomi,Rushmer,Registered
2567,John,Rushton,Registered
,,,
2731,Kevin,Russ,Registered
5910,Peggy,Russell,Registered
5428,Michael,Russo,Registered
3777,Earl,Rutherford,Registered
2812,Tracey,Ryan,Registered
5674,WENDY,RYAN,Registered
4977,Anna,Ryder,Registered
6102,Eric,Ryder,Registered
1900,Chris,Sage,Registered
3549,Ekin,Sakin,Registered
6215,Claire,Saldanha,Registered
2831,Jeff,Salisbury,Registered
2134,Marian,Salmon,Registered
1453,Jeremy,Salmond,Registered
1880,Anne,Salmond,Registered
3014,Rodney,Sampson,Registered
5660,Christopher,Samuelian,Registered
6071,William,Samuels,Registered
2810,Kevin,Sanderson,Registered
4976,Sean,Sanderson,Registered
3137,Sarah,Sandland,Registered
4970,Pam,Sando,Registered
4971,Ben,Sando,Registered
2640,Darryl,Sang,Registered
5802,Tim,Sargisson,Registered
,,,
4921,Charlotte,Saunders,Registered
3442,Carolyn,Savage,Registered
5420,Andrew,Sawers,Registered
2620,Haydn,Sawyer,Registered
2715,Mark,Sayegh,Registered
5049,Nick,Sayes,Registered
5144,Henri,Sayes,Registered
5342,Tonja,Schimmelpfennig,Registered
5648,Mark,Schmidt,Registered
5707,Thomas,Schmidt,Registered
2952,Crispin,Schurr,Registered
5544,Sophie,Scoggins,Registered
1548,Bruce,Scott,Registered
1609,Graeme,Scott,Registered
1767,Sarah,Scott,Registered
2142,Chris,Scott,Registered
2504,Brent,Scott,Registered
2700,Alistair,Scott,Registered
3168,Francis,Scott,Registered
4210,Megan,Scott,Registered
5437,Hana,Scott,Registered
5585,Finn,Scott,Registered
5121,Brendan,Scott-Woods,Registered
2162,Jim,Scrivener,Registered
2267,Bruce,Sedcole,Registered
,,,
3704,Ian,Seddon,Registered
2257,Richard,Sedgwick,Registered
5918,Thomas,Seear-Budd,Registered
1642,Ron,Seeto,Registered
1942,Richard,Sellars,Registered
3408,Arindam,Sen,Registered
5581,Yiwen,Seow,Registered
6057,Anthony,Sephton,Registered
3392,James,Service,Registered
2227,Grant,Sew Hoy,Registered
4228,Nicholas,Sewell,Registered
1536,John,Sexton,Registered
3409,Andrew,Sexton,Registered
2365,Richard,Shackleton,Registered
1999,Wendy,Shacklock,Registered
2681,Darren,Shadbolt,Registered
3031,Gregory,Shadbolt,Registered
2268,Stephen,Shadwell,Registered
2072,Kieran,Shanahan,Registered
2306,Allan,Shanahan,Registered
1535,Roger,Shand,Registered
5496,Erxin,Shang,Registered
1879,Brian,Sharp,Registered
4361,Hannah,Sharp,Registered
1690,Malcolm,Sharpe,Registered
,,,
4979,Madeline,Sharpe,Registered
6258,Alice,Sharpe,Registered
1610,Alex,Shaw,Registered
4213,Hamish,Shaw,Registered
4231,Peter,Shaw,Registered
5274,Geordie,Shaw,Registered
6025,Guy,Shaw,Registered
5848,Tatiana,Shchelkanova,Registered
5858,Kevin,Shen,Registered
6135,Tao,Shen,Registered
5983,Vaughan,Shepherd,Registered
4339,Ryan,Shin,Registered
5824,Jess,Shipard,Registered
5262,Fiona,Short,Registered
5586,Jessica,Short,Registered
2993,Aaron,Sills,Registered
1881,Darryl,Silverwood,Registered
3087,David,Simiona,Registered
2223,Roger,Simmons,Registered
2226,Lynda,Simmons,Registered
2143,Jamie,Simpkin,Registered
1407,Bob,Simpson,Registered
2148,Wanley,Simpson,Registered
2747,Damian,Simpson,Registered
5480,Claire,Simpson,Registered
,,,
5969,Matt,Simpson,Registered
1844,Michael,Sin,Registered
1048,John,Sinclair,Registered
4262,Duncan,Sinclair,Registered
3275,Arundhati,Singh,Registered
5819,Pardeep,Singh,Registered
6002,Georgia,Singleton,Registered
3032,Peter,Sisam,Registered
4823,Shana,Skelton,Registered
1490,Bill,Skews,Registered
4336,Katherine,Skipper,Registered
2880,Eugene,Slabbert,Registered
1913,Graham,Slade,Registered
2481,Lynda,Slaney,Registered
2565,Melanda,Slemint,Registered
2000,Richard,Slessor,Registered
2540,Patrick,Sloan,Registered
5449,Matthew,Sloper,Registered
3740,Christopher,Smaill,Registered
3561,Keith,Small,Registered
1814,Stephanie,Smith,Registered
1860,David,Smith,Registered
1935,Samuel,Smith,Registered
2224,Carolyn,Smith,Registered
2364,Jason,Smith,Registered
,,,
2727,Stephen,Smith,Registered
2901,Mark,Smith,Registered
3052,Jeremy,Smith,Registered
3110,Jonathan,Smith,Registered
3227,Andrew,Smith,Registered
3394,Roz,Smith,Registered
3556,Raffe,Smith,Registered
3565,Phil,Smith,Registered
4267,Katie,Smith,Registered
4272,Kirk,Smith,Registered
5183,Alana,Smith,Registered
5438,Michael,Smith,Registered
5605,Matthew,Smith,Registered
5611,Daniel,Smith,Registered
5635,Paul,Smith,Registered
5668,Hayley,Smith,Registered
6197,Moira,Smith,Registered
2584,Andrew,Smithson,Registered
2602,Charissa,Snijders,Registered
5373,Amanda,Snow,Registered
3277,Natalie,Snowden,Registered
3721,Severin,Soder,Registered
2338,John,Sofo,Registered
2961,James,Solari,Registered
3776,Brenda,Solon,Registered
,,,
2881,Paul,Somerford,Registered
6217,Ruby,Somerville,Registered
6098,Weijia,Song,Registered
5021,Craig,South,Registered
2212,Mark,Southcombe,Registered
5759,Doug,Southwell,Registered
5140,Ashan,Soysa,Registered
4359,Thomas,Sparg,Registered
6168,Lauren,Speer,Registered
2027,Ian,Speirs,Registered
6141,Rachael,Spriggs,Registered
6142,Christian,Squire,Registered
2073,Terry,St George,Registered
2900,Jane,St George Waugh,Registered
2614,Rosalie,Stanley,Registered
3228,Lars,Stannard,Registered
5582,Andrew,Staples,Registered
6058,Devo,Staples,Registered
5856,Timothy,Stead,Registered
3452,Natalie,Stebben,Registered
5320,Sophie,Steele,Registered
3709,Milti,Stefadouros,Registered
5260,Tim,Stephens,Registered
1892,Simon,Stephenson,Registered
2307,Jim,Stephenson,Registered
,,,
2455,Andrew,Stephenson,Registered
2938,Craig,Sterne,Registered
4305,Matt,Sterne,Registered
2025,Preston,Stevens,Registered
2029,Rob,Stevens,Registered
2326,Nicholas,Stevens,Registered
4887,Chessa,Stevens,Registered
5048,Ari,Stevens,Registered
5318,Fred,Stevens,Registered
1305,Ronald,Stevenson,Registered
5943,Susanna,Stevenson,Registered
5349,Julie,Stewart,Registered
5958,Timothy,Stewart,Registered
5410,Hamish,Stockwell,Registered
6068,Charrid,Stone,Registered
5015,Neil,Stonell,Registered
4900,Michael,Stonyer,Registered
2171,Julie,Stout,Registered
5982,Allison,Stout,Registered
2882,Dave,Strachan,Registered
4206,Nick,Strachan,Registered
4992,John,Strand,Registered
5118,Pip,Strawbridge,Registered
2185,Harry,Street,Registered
5561,Friedrich,Strey,Registered
,,,
1201,Graham,Strez,Registered
2391,Noel,Strez,Registered
1834,David,Stringer,Registered
6032,Alan,Stringer,Registered
5781,Sarah,Stuart,Registered
4948,Marcus,Stufkens,Registered
6072,Jovi,Su,Registered
5088,Jackie,Sue,Registered
4238,Caroline,Sui,Registered
4362,Daniel,Sullivan,Registered
4956,Kate,Sullivan,Registered
5876,Daniel,Sullivan,Registered
1752,Lawrence,Sumich,Registered
5591,Linda,Sun,Registered
5967,James,Suter,Registered
588,John,Sutherland,Registered
5865,Jessie,Sutherland,Registered
5136,AJ,Sutton,Registered
5321,Campbell,Sutton,Registered
2114,Martin,Swann,Registered
2836,Mike,Swann,Registered
5914,Jenny,Swanston,Registered
5466,Michael,Sweeney,Registered
2725,Brent,Sykes,Registered
5217,Anna,Synge,Registered
,,,
3100,Phillip,Tai,Registered
4950,DJ,Tai,Registered
3717,Richard,Tam,Registered
2213,Kooi,Tan,Registered
6130,Jason,Tan,Registered
4225,Su Chew,Tang,Registered
5500,Rois,Tang,Registered
5361,Dasha,Tapa,Registered
2959,Ruth,Tapper,Registered
3088,Ngata,Tapsell,Registered
5052,Dasha,Tarasova,Registered
3369,Guy,Tarrant,Registered
2915,Michael,Tate-Davis,Registered
5126,Mark,Taucher,Registered
5029,Simon,Taverner,Registered
1925,Don,Taylor,Registered
2014,Judith,Taylor,Registered
2152,Amanda,Taylor,Registered
2242,Malcolm,Taylor,Registered
2475,Allan,Taylor,Registered
3280,Paul,Taylor,Registered
3398,Erin,Taylor,Registered
3625,Sian,Taylor,Registered
4275,Adam,Taylor,Registered
5678,Nick,Taylor,Registered
,,,
4350,Roy,Tebbutt,Registered
2359,Hugh,Tennent,Registered
3680,Serban,Teodorescu,Registered
1771,Matthew,ter Borg,Registered
3283,Michele,Terblanche Snell,Registered
5562,Michelle,Teutenberg,Registered
6191,Joanna,Theodore,Registered
5503,Anne,Thiermann,Registered
2768,Chris,Thom,Registered
2983,Simon,Thomas,Registered
5430,Sam,Thomas,Registered
1807,Jeff,Thompson,Registered
4233,Daniel,Thompson,Registered
5022,Keryn,Thompson,Registered
5135,Patrick,Thompson,Registered
5417,Melissa,Thompson,Registered
2573,Tracey,Thompson-Gray,Registered
2666,Shaun,Thompson-Gray,Registered
1963,Michael,Thomson,Registered
5188,Liese,Thomson,Registered
1585,Ian,Thorn,Registered
3714,David,Thornton,Registered
3317,Stephen,Thurman,Registered
3547,Cushla,Thurston,Registered
5429,Liz,Tjahjana,Registered
,,,
3281,Adriana,Toader,Registered
5899,Lawrence,Toaldo,Registered
1720,John,Tocker,Registered
4376,Gary,Todd,Registered
1981,Charles,Tom,Registered
2549,Frank,Tonetti,Registered
3184,Anna,Tong,Registered
5212,Johnson,Tong,Registered
2720,Peter,Townsend,Registered
5125,Peter,Toy,Registered
2762,Aaron,Trembath,Registered
2489,Anton,Tritt,Registered
5403,Nyree,Trollope,Registered
5093,David,Tsao,Registered
3282,Rochelle,Tse,Registered
5086,Irene,Tsui,Registered
5225,Jun,Tsujimoto,Registered
3036,Andrea,Tucker,Registered
2848,Andrew,Tu'inukuafe,Registered
6228,Rory,Tungatt,Registered
3422,Belinda,Tuohy,Registered
5331,Raukura,Turei,Registered
5312,Rowan,Turkington,Registered
5426,Justin,Turnbull,Registered
1841,Dean,Turner,Registered
,,,
2883,Greg,Turner,Registered
5587,Rhondda,Turner,Registered
2465,Simon,Twose,Registered
2816,Caroline,Tyrrell,Registered
5004,Phillip,Tytler,Registered
4236,Martin,Ulenberg,Registered
5594,Joanna,Underwood,Registered
5743,Pritisha,Unka,Registered
2001,Graham,Upton,Registered
1740,Tony,Ussher,Registered
5669,Marsha,Valenta,Registered
4218,James,Valentine,Registered
2791,Christina,van Bohemen,Registered
2493,Fred,van Brandenburg,Registered
2633,John,van Cingel,Registered
6186,Dan,van de Wydeven,Registered
2531,Jasper,van der Lingen,Registered
5554,Francesca,Van der Meer,Registered
5337,Nic,van der Nol,Registered
3493,Martijn,van der Tol,Registered
2894,Paul,van Herpt,Registered
1882,Alex,van Klink,Registered
5041,Abbey,van Rooyen,Registered
5750,Lauren,van Tiel,Registered
4345,Pierre,van Tonder,Registered
,,,
2222,Leo,van Veenendaal,Registered
2439,Raymond,van Wayenburg,Registered
5988,Helene,van Wyk,Registered
3234,Barbara,Van Zyl,Registered
3318,Martin,Varney,Registered
2135,Tony,Varuhas,Registered
5559,Elke,Veeh,Registered
3375,Nick,Veint,Registered
2182,Elwyn,Vela,Registered
3000,Rachel,Venables,Registered
2534,Andrew,Vere-Jones,Registered
5261,Elke,Vermeulen,Registered
5515,Zachary,Vermeulen,Registered
5745,Frances,Vessey,Registered
2824,Luisa,Viettone,Registered
5925,Clayton,Viljoen,Registered
5020,Julie,Villard,Registered
5924,Adria,Villarroya Forts,Registered
1919,Rob,Vorstermans,Registered
4204,Richard,Voss,Registered
2986,Stephen,Voyle,Registered
2308,Mark,Vryenhoek,Registered
3007,Tien Minh,Vu,Registered
2336,Jonathan,Waddy,Registered
3526,Carmel,Wade,Registered
,,,
4317,Jane,Waldegrave,Registered
2884,Erich,Waldmann,Registered
1221,Roger,Walker,Registered
1733,Malcolm,Walker,Registered
2804,Jonathan,Walker,Registered
3017,Julia,Walker,Registered
3489,Carolyn,Walker,Registered
4881,Rebecca,Walker,Registered
4998,Jessica,Walker,Registered
5903,Michelle,Walker,Registered
1865,David,Wallace,Registered
2241,Felicity,Wallace,Registered
3090,Elizabeth,Wallace,Registered
4917,James,Wallace,Registered
5598,Anna,Wallace,Registered
5434,Bernard,Waller,Registered
6126,Sarah,Waller,Registered
2944,Henare,Walmsley,Registered
6229,Genevieve,Walshe,Registered
2713,Martin,Walton,Registered
5901,Clement,Wan,Registered
3185,Harvey,Wang,Registered
5916,Pei,Wang,Registered
6231,Tim,Wang,Registered
1953,Geoff,Ward,Registered
,,,
5887,Andrew,Ward,Registered
1671,John,Wardle,Registered
5269,Tricia,Ware,Registered
5584,Michael,Ware,Registered
5316,Joshua,Warne,Registered
3284,James,Warren,Registered
5223,Mark,Warren,Registered
5575,Max,Warren,Registered
2678,Nick,Warring,Registered
5942,Marc,Warrington,Registered
3229,Mark,Wassung,Registered
3187,Matthew,Waterfall,Registered
3622,Geoff,Waters,Registered
5730,Angela,Watkinson,Registered
2019,Andrew,Watson,Registered
2033,Chris,Watson,Registered
4891,Andrew,Watson,Registered
1284,Gus,Watt,Registered
2744,Trevor,Watt,Registered
3149,Julian,Watt,Registered
3183,Simon,Watts,Registered
3510,Llyween,Watts,Registered
3016,Keryn,Wear,Registered
5506,Will,Weavers,Registered
3167,Lisa,Webb,Registered
,,,
4953,Matthew,Webby,Registered
5367,Claudia,Weber,Registered
1757,Barbara,Webster,Registered
6121,Thomas,Webster,Registered
2281,Grant,Weekes,Registered
6074,Norman,Wei,Registered
5439,Doug,Weir,Registered
1434,Jeffery,Wells,Registered
5376,Kieren,Wells,Registered
2153,Bruce,Welsh,Registered
3552,Kat,West,Registered
4945,Hilary,West,Registered
2825,Barryn,Westfield,Registered
5962,Abbie,Whangapirita,Registered
2386,Andrew,Wheatley,Registered
1856,Stuart,Wheeler,Registered
4982,Joshua,Wheeler,Registered
2075,Jeremy,Whelan,Registered
2799,James,Whetter,Registered
1683,Francis,Whitaker,Registered
5427,Ruth,Whitaker,Registered
3128,Brian,White,Registered
5602,Nicholas,White,Registered
4860,Tom,Whiteman,Registered
2885,Stuart,Whitfield,Registered
,,,
2899,Matthew,Whitmarsh,Registered
2978,Lara,Whitmarsh,Registered
1794,John,Wierenga,Registered
5657,Jorle,Wiesen,Registered
5168,Sean,Wijanto,Registered
2076,Bruce,Wild,Registered
2515,Adam,Wild,Registered
2157,Paul,Wilkins,Registered
2187,Roger,Willard,Registered
1897,Simon,Williams,Registered
5059,Jared,Williams,Registered
5995,Renee,Williamson,Registered
6091,James,Willis,Registered
6226,Victoria,Willocks,Registered
1825,Victor,Wilmar,Registered
1613,Roy,Wilson,Registered
2432,Christopher,Wilson,Registered
2902,Matt,Wilson,Registered
2947,Kyla,Wilson,Registered
3232,Stephen,Wilson,Registered
3460,Glenn,Wilson,Registered
4363,Jonno,Wilson,Registered
2418,Bryan,Windeatt,Registered
3490,Anna,Windsor,Registered
3182,David,Wingate,Registered
,,,
1795,Dennis,Winter,Registered
3285,Karl,Wipatene,Registered
6189,Ben,Wisbey,Registered
1743,Hamish,Wixon,Registered
2769,Elaine,Wong,Registered
3091,Linda,Wong,Registered
3286,Tania,Wong,Registered
3396,Stephen,Wong,Registered
3575,Lauren,Wong,Registered
5795,Joanna,Wong,Registered
2256,Derek,Wong Nam,Registered
5305,Methin,Wongcharupan,Registered
1309,Lindsay,Wood,Registered
4993,Chris,Wood,Registered
2792,Simon,Woodall,Registered
2830,Marc,Woodbury,Registered
3147,Sally,Woods,Registered
5495,Renee,Woods,Registered
1710,Kenneth,Wooff,Registered
2240,Mark,Worner,Registered
2537,Graeme,Wrack,Registered
6144,Leila,Wrathall,Registered
1652,Richard,Wright,Registered
1883,Allan,Wright,Registered
2309,John,Wright,Registered
,,,
3267,Louise,Wright,Registered
3287,Justin,Wright,Registered
4968,Nicola,Wright,Registered
5352,David,Wright,Registered
5650,Ashton,Wright,Registered
5423,Meagan,Wrinch,Registered
3772,Alice,Wu,Registered
6015,Sindy,Wu,Registered
6088,Michael,Wu,Registered
1586,Michael,Wyatt,Registered
5960,Matthew,Wyatt,Registered
2711,Bradley,Wynn,Registered
5248,Rachel Na,Xu,Registered
5842,Claire,Yakas,Registered
5703,Chris,Yandle,Registered
5613,Jason,Yap,Registered
5749,Serene,Yap,Registered
6129,Arfa,Yasin,Registered
4352,Rod,Yeoman,Registered
3233,Kenneth,Yeung,Registered
3431,Kathy,Ying,Registered
2020,Mark,Young,Registered
2329,Eddie,Young,Registered
2733,Wayne,Young,Registered
3118,Niko,Young,Registered
,,,
4937,Greg,Young,Registered
5060,Charlotte,Young,Registered
5092,Frances,Young,Registered
5151,Sally,Young,Registered
5047,Agnes,Yu,Registered
5616,Rachel,Yuan,Registered
5786,Dominic,Yuen,Registered
5762,Karen,Yung,Registered
6073,Steven,Zappia,Registered
5628,Michael,Zaragoza,Registered
2767,Feng,Zhan,Registered
5577,Alice,Zhan,Registered
4952,Rong,Zhang,Registered
5521,Ren Zhi,Zhang,Registered
5566,Connie,Zhang,Registered
5790,Joy Ye,Zhang,Registered
5851,Cici,Zheng,Registered
5268,Kirsten,Zink,Registered
5908,Sam,Zondag,Registered
5818,Helen,Zou,Registered
